1,BVLC_AlexNet,1.1287927627563477
2,BVLC_CaffeNet,1.1311054229736328
3,BVLC_GoogleNet,3.8717031478881836
4,BVLC_RCNN_ILSVRC13,1.0869741439819336
5,DenseNet-121,10.802054405212402
6,DUC,25.186657905578613
8,Inception-v1,3.8959264755249023
9,Inception-v2,5.717968940734863
11,MobileNet-v2,2.079176902770996
12,ResNet018-v1,2.021193504333496
13,ResNet018-v2,1.9669532775878906
14,ResNet034-v1,3.511786460876465
15,ResNet034-v2,3.453946113586426
16,ResNet050-v1,4.80341911315918
17,ResNet050-v2,4.646801948547363
18,ResNet101-v1,9.401917457580566
19,ResNet101-v2,8.71129035949707
20,ResNet152-v1,13.658523559570312
21,ResNet152-v2,12.523889541625977
22,Shufflenet,3.096175193786621
23,Squeezenet-v1.1,1.3230323791503906
24,Tiny_YOLO-v2,2.5753021240234375
25,VGG16-BN,4.000353813171387
26,VGG16,3.542017936706543
27,VGG19-BN,4.768085479736328
28,VGG19,4.223799705505371
29,Zfnet512,1.5344858169555664
